FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
2814						100349	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Ever used hormone-replacement therapy (HRT)	Categorical single
2824						100291	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age at hysterectomy	Integer
2834						100599	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Bilateral oophorectomy (both ovaries removed)	Categorical single
2844						100603	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Operations	100047	Had other major operations	Categorical single
2867						100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Age started smoking in former smokers	Integer
2877						100351	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Type of tobacco previously smoked	Categorical single
2887						100353	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Number of cigarettes previously smoked daily	Integer
2897						100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Age stopped smoking	Integer
2907						100349	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Ever stopped smoking for 6+ months	Categorical single
2926						100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Number of unsuccessful stop-smoking attempts	Integer
2936						100369	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Likelihood of resuming smoking	Categorical single
2946						100291	UK Biobank Assessment Centre > Touchscreen > Family history	100034	Father's age	Integer
2956						100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain	100048	General pain for 3+ months	Categorical single
2966						100291	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	100044	Age high blood pressure diagnosed	Integer
2976						100291	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	100044	Age diabetes diagnosed	Integer
2986						100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	100044	Started insulin within one year diagnosis of diabetes	Categorical single
3005						100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	100044	Fracture resulting from simple fall	Categorical single
3059		YES-ACE				22	UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Result ranking	Categorical single
3061							UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Acceptability of each blow result	Integer
3062							UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Forced vital capacity (FVC)	Continuous
3063							UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Forced expiratory volume in 1-second (FEV1)	Continuous
3064							UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Peak expiratory flow (PEF)	Integer
3065		YES-ACE				23	UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Ordering of blows	Categorical single
3077						100262	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	100010	Seating box height	Categorical single
3079						7	UK Biobank Assessment Centre > Verbal interview > Operations	100076	Pace-maker	Categorical single
3081		YES-ACE				24	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	Foot measured for bone density	Categorical single
3082						100267	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	Fractured heel	Categorical single
3083							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	"Heel quantitative ultrasound index (QUI), manual entry"	Continuous
3084							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	"Heel bone mineral density (BMD), manual entry"	Continuous
3085							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	"Heel Broadband ultrasound attenuation (BUA), manual entry"	Continuous
3086							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	"Speed of sound through heel, manual entry"	Continuous
3088						100267	UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Contra-indications for spirometry	Categorical single
3089						7	UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Caffeine drink within last hour	Categorical single
3090						7	UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Used an inhaler for chest within last hour	Categorical single
3137							UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Number of measurements made	Integer
3140						100267	UK Biobank Assessment Centre > Verbal interview > Medical conditions	100074	Pregnant	Categorical single
3143							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	Ankle spacing width	Continuous
3144							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	"Heel Broadband ultrasound attenuation, direct entry"	Continuous
3146							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	Speed of sound through heel	Continuous
3147							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	"Heel quantitative ultrasound index (QUI), direct entry"	Continuous
3148							UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	100018	Heel bone mineral density (BMD)	Continuous
3159						7	UK Biobank Assessment Centre > Physical measures > Spirometry	100020	Smoked cigarette or pipe within last hour	Categorical single
3160							UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures	100010	"Weight, manual entry"	Continuous
3393						100352	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing	100043	Hearing aid user	Categorical single
3404						100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain	100048	Neck/shoulder pain for 3+ months	Categorical single
3414						100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain	100048	Hip pain for 3+ months	Categorical single
3426						100301	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	100064	Job involves night shift work	Categorical single
3436						100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Age started smoking in current smokers	Integer
3446						100351	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Type of tobacco currently smoked	Categorical single
3456						100355	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Number of cigarettes currently smoked daily (current cigarette smokers)	Integer
3466						100356	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Time from waking to first cigarette	Categorical single
3476						100357	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Difficulty not smoking for 1 day	Categorical single
3486						100358	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Ever tried to stop smoking	Categorical single
3496						100359	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Wants to stop smoking	Categorical single
3506						100360	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Smoking compared to 10 years previous	Categorical single
3526						100291	UK Biobank Assessment Centre > Touchscreen > Family history	100034	Mother's age at death	Integer
3536						100291	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age started hormone-replacement therapy (HRT)	Integer
3546						100598	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age last used hormone-replacement therapy (HRT)	Integer
3571						100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain	100048	Back pain for 3+ months	Categorical single
3581						100291	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age at menopause (last menstrual period)	Integer
3591						100599	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Ever had hysterectomy (womb removed)	Categorical single
3606						100563	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain or discomfort walking normally	Categorical single
3616						100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain due to walking ceases when standing still	Categorical single
3627						100291	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	100044	Age angina diagnosed	Integer
3637						100317	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of other exercises in last 4 weeks	Categorical single
3647						100318	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of other exercises	Categorical single
3659						100291	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Ethnicity	100065	Year immigrated to UK (United Kingdom)	Integer
3669						100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors	100056	Lifetime number of same-sex sexual partners	Integer
3680						100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	100052	Age when last ate meat	Integer
3700						100291	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Time since last menstrual period	Integer
