coding	meaning
1140858392	sodium chloride+glucose tablet
1140858448	neo-cytamen 250micrograms/1ml injection
1140858452	hepacon b12 1mg/1ml injection
1140858484	k-contin continus 600mg m/r tablet
1140858486	leo-k 600mg m/r tablet
1140858488	micro-k 600mg m/r capsule
1140858490	nu-k 600mg m/r capsule
1140858886	diane 2mg tablet
1140859058	chloramphenicol dtf 1% cream
1140859068	mafenide
1140859070	sulfamylon 8.5% cream
1140859148	nitrofurazone product
1140859150	furacin 0.2% ointment
1140859208	silver sulphadiazine
1140859220	fusidic acid
1140859282	nitrophenol
1140859336	phortinea 2% paint
1140859352	nystan dusting powder
1140859364	tolnaftate
1140859716	akrotherm cream
1140859764	aserbine product
1140859776	pernomol paint
1140859962	dromoran 2mg/1ml injection
1140859972	omnopon 10mg tablet
1140859974	omnopon 20mg/1ml injection
1140860034	omnopon scopolamine injection
1140860172	totamol 25mg tablet
1140860180	arbralene 50mg tablet
1140860192	nadolol
1140860194	corgard 40mg tablet
1140860212	apsolox 20mg tablet
1140860220	slow-trasicor 160mg m/r tablet
1140860222	trasicor 20mg tablet
1140860230	oxyprenix sr 160mg m/r tablet
1140860232	kerlone 20mg tablet
1140860244	labrocol 100mg tablet
1140860250	trandate 50mg tablet
1140860266	betaloc 50mg tablet
1140860274	lopresor 50mg tablet
1140860278	mepranix 50mg tablet
1140860292	pindolol
1140860294	visken 5mg tablet
1140860304	beta-cardone 40mg tablet
1140860308	metoprolol tartrate+chlorthalidone 100mg/12.5mg tablet
1140860312	nadolol+bendrofluazide 40mg/5mg tablet
1140860314	secadrex tablet
1140860316	nadolol+bendrofluazide 80mg/5mg tablet
1140860318	sotazide tablet
1140860320	penbutolol sulphate+frusemide 40mg/20mg tablet
1140860322	pindolol+clopamide 10mg/5mg tablet
1140860324	tenoret 50 tablet
1140860328	tenoretic tablet
1140860330	tolerzide tablet
1140860332	sotalol hydrochloride+hydrochlorothiazide 80mg/12.5mg tablet
1140860334	trasidrex tablet
1140860336	timolol maleate+co-amilozide 10mg/2.5mg/25mg tablet
1140860338	viskaldix tablet
1140860340	timolol maleate+bendrofluazide 10mg/2.5mg tablet
1140860342	timolol maleate+bendrofluazide 20mg/5mg tablet
1140860348	atenixco 50mg/12.5mg tablet
1140860352	tenchlor 50mg/12.5mg tablet
1140860356	beta-adalat capsule
1140860358	tenif capsule
1140860362	sotacor 80mg tablet
1140860380	betim 10mg tablet
1140860382	blocadren 10mg tablet
1140860386	co-betaloc tablet
1140860390	corgaretic 40mg tablet
1140860394	inderetic capsule
1140860396	inderex capsule
1140860398	kalten capsule
1140860400	lasipressin tablet
1140860402	lopresoretic tablet
1140860404	metoprolol tartrate+hydrochlorothiazide 100mg/12.5mg tablet
1140860406	moducren tablet
1140860410	prestim tablet
1140860418	propranolol hydrochloride+bendrofluazide 80mg/2.5mg capsule
1140860422	acebutolol+hydrochlorothiazide 200mg/12.5mg tablet
1140860426	atenolol+nifedipine 50mg/20mg m/r capsule
1140860434	monocor 5mg tablet
1140860454	catapres 100mcg tablet
1140860470	methyldopa
1140860478	aldomet 125mg tablet
1140860492	emcor 10mg tablet
1140860498	celectol 200mg tablet
1140860520	apresoline 25mg tablet
1140860532	minoxidil
1140860534	loniten 2.5mg tablet
1140860544	dopamet 125mg tablet
1140860552	medomet 250mg tablet
1140860556	hydromet tablet
1140860558	metalpha 250mg tablet
1140860562	methyldopa+hydrochlorothiazide 250mg/15mg tablet
1140860564	dibenyline 10mg capsule
1140860580	hypovase 500mcg tablet
1140860590	alphavase 500micrograms tablet
1140860610	hytrin 2mg tablet
1140860628	bendogen 10mg tablet
1140860632	declinax 10mg tablet
1140860638	ismelin 10mg tablet
1140860654	baratol 25mg tablet
1140860658	doralese tiltab 20mg tablet
1140860690	cardura 1mg tablet
1140860696	lisinopril
1140860706	carace 2.5mg tablet
1140860714	zestril 2.5mg tablet
1140860728	quinapril
1140860736	accuretic tablet
1140860738	quinalapril+hydrochlorothiazide 10mg/12.5mg tablet
1140860750	captopril
1140860752	acepril 12.5mg tablet
1140860758	capoten 12.5mg tablet
1140860764	captopril+hydrochlorothiazide 25mg/12.5mg tablet
1140860776	innovace 2.5mg tablet
1140860784	innozide tablet
1140860790	enalapril maleate+hydrochlorothiazide 20mg/12.5mg tablet
1140860802	coversyl 2mg tablet
1140860806	ramipril
1140860828	metirosine
1140860830	demser 250mg capsule
1140860834	glyceryl trinitrate
1140860836	coro-nitro spray 400micrograms spray
1140860838	gtn 300micrograms sublingual tablet
1140860840	nitrolingual 400micrograms spray
1140860842	nitrocontin continus 2.6mg m/r tablet
1140860846	suscard 1mg m/r buccal tablet
1140860848	nitro-dur 2.5mg/24hours transdermal patch
1140860862	sustac 2.6mg m/r tablet
1140860878	staril 10mg tablet
1140860882	cilazapril
1140860892	vascace 250micrograms tablet
1140860904	trandolapril
1140860912	gopten 500micrograms capsule
1140860918	odrik 500micrograms capsule
1140860938	deponit 5mg/24hours transdermal patch
1140860940	percutol 2% ointment
1140860942	transiderm-nitro 5mg/24hours transdermal patch
1140860952	imtack 1.25mg spray
1140860954	isosorbide mononitrate
1140860966	monit ls 10mg tablet
1140860972	ismo 10 tablet
1140860976	imdur 60mg durule
1140860982	elantan 10 tablet
1140860988	mono-cedocard 10mg tablet
1140860994	isib 20mg tablet
1140861000	glytrin 400micrograms spray
1140861002	minitran 5mg/24hours transdermal patch
1140861008	isosorbide dinitrate
1140861010	cedocard-5 sublingual tablet
1140861016	isordil 5mg sublingual tablet
1140861022	sorbichew 5mg chewable tablet
1140861024	sorbitrate 10mg tablet
1140861034	soni-slo 20mg m/r capsule
1140861046	sorbid-20 sa m/r capsule
1140861068	pentaerythritol tetranitrate
1140861070	mycardol 30mg tablet
1140861088	nifedipine
1140861090	adalat 5mg capsule
1140861106	calcilat 10mg capsule
1140861110	angiopine 5mg capsule
1140861114	nifensar xl 20mg m/r tablet
1140861120	coracten sr 10mg m/r capsule
1140861128	tildiem 60mg m/r tablet
1140861130	britiazim 60mg m/r tablet
1140861136	angiozem 60mg m/r tablet
1140861138	adizem-60 m/r tablet
1140861166	dilzem sr 60mg long acting m/r capsule
1140861176	cardene 20mg capsule
1140861190	isradipine
1140861194	prescal 2.5mg tablet
1140861202	istin 5mg tablet
1140861266	flosequinan
1140861268	manoplax 50mg tablet
1140861276	lacidipine
1140861282	motens 2mg tablet
1140861324	bradilan 250mg e/c tablet
1140861326	hexopal 500mg tablet
1140861384	ronicol 25mg tablet
1140861402	oxpentifylline
1140861404	trental 400mg m/r tablet
1140861408	thymoxamine
1140861410	opilon 40mg tablet
1140861416	paroven 250mg capsule
1140861418	oxerutins 250mg capsule
1140861424	hydergine 1.5mg tablet
1140861434	praxilene 100mg capsule
1140861444	saventrine 30mg tablet
1140861456	corwin 200mg tablet
1140861506	calciparine 5000iu/0.2ml prefilled syringe
1140861568	minihep calcium 5000iu/0.2ml injection
1140861574	uniparin-ca 5000iu/0.2ml prefilled syringe
1140861578	monoparin-ca 5000iu/0.2ml injection
1140861584	fragmin 10,000iu/1ml injection
1140861588	enoxaparin
1140861594	clexane 20mg/0.2ml prefilled syringe
1140861602	innohep 5000iu/0.5ml injection amp
1140861604	logiparin 2500iu/0.21ml prefilled syringe
1140861696	nicoumalone
1140861698	sinthrome 1mg tablet
1140861702	phenindione
1140861704	dindevan 10mg tablet
1140861766	ethamsylate
1140861776	antiplatelet drug
1140861778	dipyridamole
1140861780	persantin 25mg tablet
1140861790	cerebrovase 25mg tablet
1140861800	platet 100mg effervescent tablet
1140861804	angettes 75mg tablet
1140861806	aspirin 75mg tablet
1140861808	disprin cv 100mg m/r tablet
1140861832	tranexamic acid
1140861834	cyklokapron 500mg tablet
1140861848	colestid 5g/sachet granules
1140861856	gemfibrozil
1140861858	lopid 300 capsule
1140861866	nicofuranose
1140861868	nicotinic acid product
1140861876	probucol
1140861878	lurselle 250mg tablet
1140861884	maxepa 1g capsule
1140861892	acipimox
1140861894	olbetam 250mg capsule
1140861922	lipid lowering drug
1140861924	bezafibrate
1140861926	bezalip 200mg tablet
1140861928	bezalip-mono 400mg m/r tablet
1140861936	questran 4g/sachet powder
1140861942	cholestyramine+aspartame 4g/sachet powder
1140861944	clofibrate
1140861946	atromid-s 500mg capsule
1140861954	fenofibrate
1140861958	simvastatin
1140861970	lipostat 10mg tablet
1140861996	salbulin 100micrograms inhaler
1140861998	ventolin 100micrograms inhaler
1140862008	steri-neb salamol 2.5mg/2.5ml nebulisation unit
1140862016	ventodisks 200micrograms/blister disks+diskhaler
1140862026	ciprofibrate
1140862028	modalim 100mg tablet
1140862060	ventolin 2mg tablet
1140862066	volmax 4mg m/r tablet
1140862070	ventolin cr 4mg m/r tablet
1140862086	salamol 100micrograms inhaler
1140862092	maxivent 100micrograms inhaler
1140862110	berotec 100 inhaler
1140862118	pirbuterol
1140862120	exirel 10mg capsule
1140862124	exirel 200micrograms inhaler
1140862134	bronchodil 500micrograms inhaler
1140862140	pulmadil 200micrograms inhaler
1140862144	salmeterol
1140862148	serevent 25mcg inhaler
1140862162	bricanyl 5mg tablet
1140862168	bricanyl 250mcg inhaler
1140862222	brelomax 2mg tablet
1140862224	respacal 2mg tablet
1140862236	atrovent 20micrograms inhaler
1140862260	aminophylline
1140862266	phyllocontin continus 225mg m/r tablet
1140862274	pecram 225mg m/r tablet
1140862280	bambec 10mg tablet
1140862290	adrenaline product
1140862292	medihaler-epi 280micrograms inhaler
1140862294	adrenaline acid tartrate 280micrograms inhaler
1140862306	cam 4mg/5ml s/f mixture
1140862310	medihaler-iso 80micrograms inhaler
1140862320	alupent 20mg tablet
1140862336	amnivent 225 sr m/r tablet
1140862346	choline theophyllinate
1140862348	choledyl 100mg tablet
1140862362	duovent inhaler
1140862364	franol tablet
1140862374	ephedrine hydrochloride+theophylline 11mg/120mg tablet
1140862380	becloforte 250micrograms inhaler
1140862382	becotide 50 inhaler
1140862406	filair 50 inhaler
1140862412	theophylline product
1140862414	nuelin 125mg tablet
1140862418	lasma 300mg m/r tablet
1140862424	slo-phyllin 60mg m/r capsule
1140862432	theo-dur 200mg m/r tablet
1140862438	uniphyllin continus 200mg m/r tablet
1140862474	aerobec 50mcg autohaler
1140862476	beclazone 50 inhaler
1140862526	sodium cromoglycate
1140862532	intal 5mg inhaler
1140862560	ventide inhaler
1140862572	budesonide
1140862574	pulmicort ls 50micrograms inhaler
1140862584	pulmicort ls 50micrograms spacer inhaler
1140862600	cromogen 5mg inhaler
1140862610	aerocrom inhaler
1140862612	dimotane 4mg tablet
1140862624	chlorpheniramine maleate
1140862628	piriton 4mg tablet
1140862632	piriton 10mg/1ml injection
1140862638	clemastine
1140862640	tavegil 1mg tablet
1140862650	periactin 4mg tablet
1140862660	fenostil retard 2.5mg m/r tablet
1140862668	ketotifen
1140862672	zaditen 1mg tablet
1140862684	tilade mint 2mg inhaler
1140862694	astemizole
1140862696	hismanal 10mg tablet
1140862706	optimine 1mg tablet
1140862722	nytol 25mg tablet
1140862726	mebhydrolin
1140862728	fabahistin 50mg tablet
1140862732	mequitazine
1140862734	primalan 5mg tablet
1140862738	oxatomide
1140862742	vallergan 10mg tablet
1140862756	pro-actidil 10mg m/r tablet
1140862760	acrivastine
1140862764	semprex 8mg capsule
1140862770	zirtek 10mg tablet
1140862772	loratadine
1140862776	clarityn 10mg tablet
1140862792	tinset 30mg tablet
1140862798	thephorin 25mg tablet
1140862804	daneral sa 75mg m/r tablet
1140862810	phenergan 10mg tablet
1140862830	terfenadine
1140862832	triludan 60mg tablet
1140862870	menthol 35.55mg inhalant capsule
1140862880	galcodine 15mg/5ml s/f linctus
1140862882	galcodine 3mg/5ml paediatric s/f linctus
1140862886	pholcodine
1140862892	galenphol 5mg/5ml s/f linctus
1140862908	ammonia+ipecacuanha mixture
1140862910	ipecacuanha+morphine mixture
1140862912	simple linctus
1140862916	squill opiate linctus
1140862938	acetylcysteine
1140862942	fabrol 200mg/sachet granules
1140862944	carbocisteine
1140862952	mucodyne 375mg capsule
1140862960	visclair 100mg tablet
1140862966	benzoin compound 4.5% tincture
1140862968	menthol+benzoin inhalation
1140862970	menthol+eucalyptus inhalation
1140862980	actifed compound linctus
1140862988	benylin with codeine syrup
1140862990	copholco linctus
1140862992	dimotane expectorant elixir
1140862994	dimotane co s/f elixir
1140862996	sudafed 30mg/5ml elixir
1140862998	sudafed co tablet
1140863000	triogesic tablet
1140863002	triominic tablet
1140863016	chloral hydrate product
1140863022	noctec 500mg capsule
1140863028	welldorm tablet
1140863034	chlormethiazole
1140863036	heminevrin 192mg capsule
1140863050	expulin s/f linctus
1140863054	guanor expectorant syrup
1140863056	histalix expectorant syrup
1140863060	phensedyl linctus
1140863062	sudafed expectorant syrup
1140863064	tancolin paediatric linctus
1140863066	terpoin elixir
1140863070	actifed tablet
1140863074	dimotane plus elixir
1140863078	dimotapp elixir
1140863084	eskornade spansule
1140863090	expulin decongestant paediatric linctus
1140863092	galpseud 60mg tablet
1140863094	galpseud 30mg/5ml linctus
1140863096	haymine m/r tablet
1140863098	sudafed 60mg tablet
1140863104	flunitrazepam
1140863106	rohypnol 1mg tablet
1140863110	flurazepam
1140863112	dalmane 15mg capsule
1140863120	loprazolam
1140863138	euhypnos 10mg/5ml oral solution
1140863140	triclofos sodium
1140863144	zopiclone
1140863152	diazepam
1140863164	rimapam 2mg tablet
1140863170	diazemuls 10mg/2ml injection
1140863172	dialar 2mg/5ml syrup
1140863176	lormetazepam
1140863182	nitrazepam
1140863194	mogadon 5mg tablet
1140863196	remnos 5mg tablet
1140863202	temazepam
1140863210	normison 10mg capsule
1140863234	stesolid 5mg rectal solution
1140863238	tensium 2mg tablet
1140863244	valium 2mg tablet
1140863250	valium 2mg/5ml syrup
1140863256	tropium 5mg tablet
1140863262	chlormezanone
1140863264	trancopal 200mg tablet
1140863268	clobazam
1140863272	frisium 10mg capsule
1140863274	potassium clorazepate
1140863276	tranxene 7.5mg capsule
1140863286	atarax 10mg tablet
1140863292	ucerax 25mg tablet
1140863302	lorazepam
1140863308	alprazolam
1140863310	xanax 250mcg tablet
1140863318	bromazepam
1140863320	lexotan 1.5mg tablet
1140863328	chlordiazepoxide
1140863350	librium 5mg tablet
1140863364	ativan 1mg tablet
1140863372	medazepam
1140863374	nobrium 5mg capsule
1140863378	meprobamate
1140863392	amylobarb sodium+quinalbarb sodium 50mg/50mg capsule
1140863410	chloractil 25mg tablet
1140863416	largactil 10mg tablet
1140863436	equanil 200mg tablet
1140863440	meprate 400mg tablet
1140863442	oxazepam
1140863454	buspar 5mg tablet
1140863468	seconal sodium 50mg capsule
1140863478	soneryl 100mg tablet
1140863480	tuinal 100mg capsule
1140863512	timecef 2g injection
1140863514	laboprin dl 900mg sachet
1140863524	importal 10g sachet
1140863552	paramol tablet
1140863580	hrf-ayerst 100micrograms injection
1140863598	ladropen 250mg injection
1140863600	ladropen 500mg injection (pdr for recon)
1140863642	lithofalk tablet
1140863724	cartrol 10mg tablet
1140863884	rauwolfia alkaloids 2mg tablet
1140864070	kapake tablet
1140864108	actonorm gel
1140864122	nicoumalone 4mg tablet
1140864172	norplant 38mg subdermal implant
1140864176	monozide 10 tablet
1140864178	pr-heat spray aerosol
1140864180	distaclor mr 500mg m/r tablet
1140864184	dovonex 50micrograms/g cream
1140864196	climagest 1mg tablet
1140864202	chlorthalidone tablet+potassium m/r tablet 25mg/6.7mmol pack
1140864212	danaparoid sodium
1140864214	orgaran 750iu/0.6ml injection
1140864232	provera 2.5mg tablet
1140864258	occlusal 26% topical solution
1140864260	valclair 10mg suppository
1140864262	zovirax chickenpox 400mg/5ml suspension
1140864274	britaject 20mg/2ml injection
1140864282	metrodin high purity 75iu injection (pdr for recon)+solvent
1140864286	flixotide 25micrograms inhaler
1140864308	audax ear drops
1140864342	glaucol 0.25% single-use eye drops
1140864346	cocois scalp ointment
1140864352	elyzol 25% dental gel
1140864362	klaricid iv 500mg injection (pdr for recon)
1140864366	aknemin 50mg capsule
1140864368	aknemin 100mg capsule
1140864408	fleet enema
1140864410	antipressan 25mg tablet
1140864412	timpron 250mg tablet
1140864424	famciclovir
1140864426	famvir 250mg tablet
1140864446	normegon 75iu injection+solvent
1140864450	kytril 1mg tablet
1140864452	epimaz 100mg tablet
1140864472	xatral 2.5mg tablet
1140864478	omnopon 15.4mg/1ml injection
1140864480	rifabutin
1140864484	mycobutin 150mg capsule
1140864502	testotop tts 15mg transdermal patch
1140864530	monuril 3g/sachet granules for suspension
1140864536	df118 forte 40mg tablet
1140864550	aridil 2.5mg/20mg tablet
1140864558	capsaicin 0.075% cream
1140864560	introna 10million iu/2ml injection solution
1140864562	introna 25million iu/5ml injection solution
1140864566	cabergoline
1140864570	dostinex 500micrograms tablet
1140864572	pulmozyme 2500units(2.5mg) nebuliser solution
1140864574	spiro-co 25mg tablet
1140864584	monuril paediatric 2g/sachet granules for suspension
1140864592	lescol 20mg capsule
1140864618	zestoretic 10 tablet
1140864632	mst continus 200mg/sachet granules for suspension
1140864712	ciloxan 0.3% eye drops
1140864726	vividrin 2% nasal spray
1140864728	vividrin 2% eye drops
1140864734	combivent inhaler
1140864742	tinaderm cream
